loss,val_loss,acc,val_acc
0.6276369172151585,0.5666730300504335,0.6358052990542337,0.7056855109273171
0.5384206697599065,0.5174415668054503,0.7297449561516173,0.7442184461622822
0.5121083035810816,0.5013637898527846,0.7492770664521045,0.756299729858126
0.4969841896877354,0.48403699969758796,0.7603214796085813,0.7668663445784121
0.4871405870637796,0.477521679535204,0.7664649104095563,0.7694743074932877
0.48100175192331696,0.4731139209197492,0.7714222311566714,0.7697514271249577
0.47684225358653803,0.4698367614527138,0.7736895161684055,0.7725435039218591
0.47486643599975636,0.4715712970616866,0.7740215238043879,0.7723840651463489
0.4716069041258646,0.47616314158147693,0.7771158173629449,0.7710098551244152
0.4711384011413457,0.47278102593762533,0.7776241501850479,0.7720272261269239
