loss,val_loss,acc,val_acc
0.6509006912899505,0.6361322206304506,0.613946893261968,0.6355598625319693
0.6320905702716254,0.6250731618812931,0.6395146422622147,0.6485194213250104
0.6249700865546184,0.6205597614388332,0.646842432052609,0.6531030210997443
0.6217842004404946,0.6180686468968306,0.6502420694246227,0.6553368766594421
0.6199057296986465,0.6166017276551717,0.6527518017198446,0.6568294437340153
0.6184438908974872,0.6153410761557576,0.6543711528131173,0.6581401853915065
0.6171924872101371,0.6141348414104003,0.6560666862201365,0.6593829923883423
0.6160204877930696,0.6130207892878891,0.657104194621991,0.6603121004446083
0.6147229665883979,0.6116532274829153,0.658492141768794,0.6618686060771308
0.6131969902905995,0.6096872182758263,0.6600886381425142,0.6629895301121275
