,loss,val_loss,acc,val_acc
0,0.682624165515444,0.6660737748048744,0.548376345186917,0.5983699280388501
1,0.6622623654762633,0.6554549257366025,0.5960233058945718,0.615071139773544
2,0.6506381665480422,0.6453274415463818,0.6192793199226718,0.6314401875953285
3,0.6470447912964804,0.6446890964799997,0.6261972917224767,0.6306429937177774
4,0.6463482518244928,0.6443318791535436,0.6275980025021289,0.6310814503504305
5,0.6457820091231284,0.6438739439662622,0.6283979171778968,0.6311611697381857
6,0.6451440671198198,0.6432394482651536,0.629331581014822,0.6319583636157367
7,0.6443286743587194,0.6422570560659681,0.6309580741888834,0.6322563625111872
8,0.6430419760759373,0.6403397096663105,0.6324925341296929,0.6352648199821005
9,0.6407642812045361,0.6372150638881995,0.6352913753978221,0.6407844387755102
