loss,val_loss,acc,val_acc
0.6451619544126882,0.5925124914062266,0.6225000516139606,0.687312090275239
0.5860426214367863,0.5474695557234238,0.692779006811539,0.7341757015306123
0.5648927141375102,0.5321184658274358,0.7114312107652527,0.7441425232254729
0.5520422702763268,0.5189672048602786,0.721433154755485,0.7511160714285714
0.5405791021451202,0.5167867951855367,0.7323889752703722,0.7543485030835989
0.5345141342475552,0.5086376928553289,0.734427897596522,0.7567970266147536
0.5294070366909887,0.5044861609230236,0.7376271262510645,0.7578162964509458
0.5233248037893211,0.5017764142581395,0.7425349897898912,0.7589342654967794
0.520608893535243,0.49849702691545295,0.7434673634812287,0.7604849977152688
0.5177458778990006,0.4965807686046678,0.7454413464451812,0.7612632105545122
