,loss,val_loss,acc,val_acc
0,0.5437661216374957,0.49992972231277116,0.7301525932326659,0.7751138906954499
1,0.5081438503320307,0.4890341988152555,0.7610169201072166,0.7825907128851127
2,0.4994784311833235,0.4846561092245,0.7672776808714297,0.7850223785776007
3,0.4933597659088239,0.4746583212367104,0.7719605147024877,0.7867707001888539
4,0.48845041426273744,0.47014878358682405,0.7751135117161396,0.7921575288028668
5,0.48394058990600575,0.46750018313107894,0.7782988862067766,0.7937599903787188
6,0.48053655264829204,0.4635823061856467,0.7804077089137998,0.795939897637233
7,0.4768218609914438,0.461049083096292,0.7826131879266212,0.7970428389051686
8,0.47517238903167713,0.4595770030985098,0.7831488450537769,0.7987831681585678
9,0.47348836003310035,0.460478412906837,0.7846739205178954,0.7988431106138107
