,loss,val_loss,acc,val_acc
0,0.6707968363989742,0.6518374182740037,0.5829670640795711,0.6158588437401519
1,0.6499976896181855,0.6472759477946223,0.6209088234364376,0.6318027212911722
2,0.644173815795586,0.6438222265973383,0.6310410759961645,0.6344941994365381
3,0.6414173874025052,0.6404364248927759,0.6335479053620999,0.6385617864375212
4,0.6389343024520744,0.635109931230545,0.637148381500114,0.6426882135624788
5,0.6350510871044198,0.6283988192373392,0.6429507734425646,0.6450304449821005
6,0.6255164795361281,0.61631442028649,0.6551365703852917,0.6566125336958437
7,0.6151441988684618,0.6090358276756442,0.6661865745795058,0.6642883718013763
8,0.6088077277453686,0.6052517957833349,0.6731325003474239,0.6679402790507492
9,0.6047436967237818,0.601626497142169,0.677464511410775,0.6722071639129094
