loss,val_loss,acc,val_acc
0.6779815492573045,0.6679063858583455,0.5687517140810807,0.592495204542604
0.6553943324007678,0.6482454125228745,0.6093316712883959,0.6259390984654731
0.6464673824888041,0.6447585897372506,0.6222512456032196,0.6276994085372867
0.6431883851721019,0.6422842323322735,0.6250542799462231,0.6285945492632249
0.6413039815812388,0.6411193133620046,0.6263469991627,0.6287404091461845
0.6402882715947799,0.6403278557540816,0.6273330844709898,0.6297694212945221
0.6395555649702866,0.6397184269202639,0.6278301742906863,0.6307444852941176
0.6389923146051758,0.639233894665223,0.6283334539408569,0.6306046195652174
0.6385374840209102,0.6388238980946943,0.628864349714725,0.630530690598061
0.6381397683669275,0.6384532296139261,0.6292890663236481,0.630826406619128
