loss,val_loss,acc,val_acc
0.5681165097465695,0.5141391560549626,0.6958367298182367,0.745588235233141
0.5026115460556522,0.4982342752806671,0.7574958671075085,0.7585957480208648
0.4895501308422853,0.48645486520684283,0.7658035523757186,0.7669677109364659
0.4805653087362495,0.48011681948171553,0.7713053464991241,0.7705642582510438
0.4745414690607237,0.4757286555626813,0.7749620992881039,0.7739570012787724
0.47081216475560805,0.4731688397314847,0.7771718635799129,0.7756613651504907
0.46842173148747596,0.47128485733895653,0.7786217089297421,0.7763966591766728
0.46670312920121204,0.4702307384489747,0.7793325854548009,0.7773317615394397
0.4650031616307363,0.4692059393276644,0.7805238869613348,0.778400735324606
0.46302552834000604,0.4667244827960763,0.7818299381399317,0.7796994885215369
