loss,val_loss,acc,val_acc
0.6623654848683003,0.6398971756096081,0.5957307411236975,0.6289022538972937
0.6378133593972632,0.6366003062718969,0.6308422339857642,0.6323988971198001
0.6353605492835159,0.6351550093392277,0.6334805239894691,0.6344609175191815
0.6333563204206297,0.6329324733265831,0.6358959806046796,0.6374080882352942
0.6305977713837966,0.6309962469293638,0.6395198797915169,0.6396579283582585
0.6287177609400537,0.6297676581555925,0.6417339293114561,0.6415121483680842
0.62724747877479,0.6284190442251123,0.6432142476376413,0.6422314578309998
0.6259773663489892,0.6270618989034686,0.6443546021757679,0.6440996643527389
0.6247762394337931,0.6263920632774568,0.6456735090896131,0.6452105978260869
0.6237715491866089,0.6255612754455918,0.6468224341857148,0.6456801470588235
