cosine_mean_all,cosine_std_all,cosine_mean_off,cosine_std_off,sim_13_-13,sim_211_-211,sim_321_-321,sim_2212_-2212,nn_sim_211,nn_sim_-211,nn_sim_111,nn_sim_22,nn_sim_13,nn_sim_-13
0.10451330244541168,0.40000495314598083,0.09968144446611404,0.39563053846359253,0.4837093949317932,0.917061448097229,0.7492732405662537,0.873046338558197,0.91706145,0.91706145,0.75398207,0.53338426,0.5673006,0.50491846
