loss,val_loss,acc,val_acc
0.590115127277659,0.5543669430191255,0.6812054333324725,0.7143302430277285
0.5467371407374993,0.5399272687294904,0.7228914629985855,0.7262667838264915
0.5350386401441317,0.530191576236959,0.7321680925608495,0.7335677749055731
0.5255804143261177,0.5189845420210563,0.7397777570392492,0.74267103574465
0.5154125708514513,0.5079238539766473,0.7479573607241334,0.7532488810436805
0.5076829735126105,0.5020786792116092,0.753576761321403,0.7582440856472611
0.5022765638580095,0.4977906100128008,0.7575991894197952,0.762088395140665
0.4975977071367026,0.49373836460930615,0.7606122013651877,0.7658787563328853
0.4934750663898504,0.4898985704345167,0.7631081256239894,0.7677149935756498
0.49008950804687607,0.48668448257324337,0.7650088752292529,0.7698369565827158
