,loss,val_loss,acc,val_acc
0,0.5285716281636555,0.49141899448394777,0.7441366666666667,0.77375
1,0.5006863674545288,0.48220271173477175,0.7661233333333334,0.78185
2,0.49496685132026674,0.4795497714138031,0.7702566666666667,0.78328
3,0.4909227587334315,0.4812065352869034,0.77391,0.78657
4,0.4853368459002177,0.47236331851482394,0.77696,0.78948
5,0.48210760170618694,0.4681645482969284,0.7792366666666667,0.78941
6,0.4791782074101766,0.46750194853782656,0.7810733333333333,0.79234
7,0.47667526577949526,0.46884369498729705,0.7829933333333333,0.79248
8,0.47549619036038715,0.46533419250011443,0.78328,0.78997
9,0.4735341021490097,0.4670494625425339,0.78477,0.79226
