loss,val_loss,acc,val_acc
0.6373821539683554,0.6063472245420728,0.6276569209814885,0.6691702348845345
0.5924399995559718,0.5870010615611563,0.6794552666742241,0.6906356294544376
0.5738072230547362,0.5688513505215548,0.69608231026158,0.7071755041881483
0.5526350947166873,0.549712520168752,0.7161102815699659,0.7258355349910502
0.5338910031847579,0.5345849881366808,0.7323889752703722,0.7376378008297512
0.5224599037764422,0.5265931328948663,0.7414146791952869,0.7433605139352837
0.5149318965425264,0.5201208941182311,0.7474007073522835,0.7476482780612245
0.5086237354896989,0.5147878971635079,0.7517873362062734,0.750897791920876
0.5032674286756093,0.5101428935114218,0.7562010589313182,0.7541302235759034
0.4985985949177791,0.5060809175578915,0.7587741178050383,0.7567590651463489
