loss,val_loss,acc,val_acc
0.6803224330876061,0.6686445888207884,0.5611577776511781,0.5870535714285714
0.6685293876270385,0.6621627576497137,0.5874814214153095,0.5967242924534545
0.659096141113763,0.6569826426554699,0.6042129700501218,0.6077825104703709
0.6501580881584219,0.6552202269739035,0.6202852341502193,0.6138411839397586
0.6422457304423986,0.6522990459082078,0.630918078455095,0.6153767309626754
0.6346048204158353,0.653089415053932,0.6411750489534371,0.6152970115749203
0.628585975731599,0.6519854385025647,0.6478969125210629,0.6203383140417994
0.6213351199244477,0.6576519499019701,0.6550673305378025,0.6198391184514883
0.6156213362876058,0.6615397060404018,0.6609191792816839,0.6201010541040071
0.6091789741564936,0.6605939506268015,0.6684671915025028,0.618681289711777
