,loss,val_loss,acc,val_acc
0,0.6930416383027217,0.6894020152335264,0.5025984325506582,0.5595200134783375
1,0.6680423047762275,0.6574316450527736,0.5878293412537298,0.610003264582887
2,0.6573274355292728,0.6531164682641322,0.6048262379682104,0.6135526755634619
3,0.654534835457395,0.6505406425923718,0.609597771851276,0.6168211704614212
4,0.651989220352303,0.6474687311114097,0.6144093016715587,0.6231019192812394
5,0.648766986949452,0.6447966110949613,0.618863450178921,0.6257345573026307
6,0.6464964000845118,0.6429872421585784,0.6220364450594671,0.6283045581408909
7,0.6449235620759046,0.6413498283648977,0.6250485969078012,0.6321121083230389
8,0.643485195197343,0.6398841690044014,0.6280616088531937,0.636098077710794
9,0.6419845599770139,0.6387361464451771,0.6304858664603771,0.6398467871607566
