loss,val_loss,acc,val_acc
0.6487171963213246,0.6071891127800455,0.6179469888934503,0.6680978196007865
0.5739629011308781,0.5523092868376751,0.700834921602503,0.7223905185047461
0.5432878698098375,0.5381491977949532,0.7260864218347308,0.7331545340771578
0.5331065455394394,0.5311317729706667,0.7340326709958881,0.7352689960781409
0.5265625431472531,0.5263012206676055,0.7391000874213391,0.7382413903061225
0.5219440394090711,0.5226748412360951,0.7418468911900048,0.738639987244898
0.5186643666578235,0.5200935836349215,0.7433134014289127,0.7410315688775511
0.515946174135794,0.5181718511240823,0.7450465498930765,0.7422672193877551
0.5138233075166319,0.5164779841291661,0.7463001796003088,0.742646835288223
0.5120112826799776,0.5149319743623539,0.7478200174842679,0.7436243472050648
