,loss,val_loss,acc,val_acc
0,0.5315437504239762,0.49433258452326995,0.7417275490614335,0.7762316058861164
1,0.5018073547529788,0.48240473016057345,0.7653250319965871,0.7841090850927703
2,0.4943355553538726,0.4784615823494953,0.7708044475255973,0.7883677223288548
3,0.488898193120397,0.474167648219025,0.7743407369880546,0.7879378598848369
4,0.4858166708296273,0.475369993551984,0.7768937979948806,0.7890674984005118
5,0.48296717921774135,0.46845068753490215,0.7781636625426621,0.7901771433141395
6,0.47979723654509404,0.4659544954068067,0.780483415102389,0.7948056621880998
7,0.47790646548589544,0.46883155353086087,0.7817666115614335,0.7954254638515675
8,0.4757530956430545,0.46683558667232344,0.7830064793088737,0.7961252399232246
9,0.47322162122500633,0.4649138524222664,0.7833997706911263,0.7964251439539347
