loss,val_loss,acc,val_acc
0.6799048533211796,0.6742063122136253,0.558913285821778,0.5757922590995321
0.6710673749650298,0.6697728469663736,0.581831271331058,0.5833674985535291
0.6673166094786478,0.668856961994755,0.5897074205476677,0.5830732961090244
0.6632432951862088,0.6679674843136145,0.5941675899378676,0.58370725536833
0.6592697747331431,0.666119109611122,0.6018304283708436,0.5853187259362669
0.6553738640030089,0.6632144852560393,0.6081291113697221,0.5951830507541189
0.6521413419840686,0.6623021145256198,0.6110703029730215,0.5970659468855176
0.648684231494474,0.6624073970074557,0.6173375916155532,0.5975157922627975
0.6449429431466113,0.6650143557665299,0.6225770327418331,0.5989089833230389
0.6411355011699142,0.6635540553501674,0.6265929483716398,0.6019610969387755
