loss,val_loss,acc,val_acc
0.6383515897464427,0.577425761490452,0.6310685999157486,0.7036185009138924
0.5785364710023378,0.5480119853603597,0.6974228126197138,0.7213010204081632
0.5605386952287915,0.534579908057135,0.7124921728319682,0.729037597471354
0.5464286087112622,0.525678355170756,0.7229861071899075,0.735280384214557
0.5372934962905714,0.5189488706540089,0.7300008429602145,0.7405001064952539
0.5296790024119432,0.5170899438006538,0.7367188360910774,0.7423943907630687
0.5253302967589056,0.516894876348729,0.7399868745445798,0.7439090591304156
0.5226731489542809,0.5112126305395243,0.7420283771619048,0.748849762945759
0.5188467361210963,0.5100279654167137,0.7444792985916138,0.7491686404967794
0.5160675233948353,0.5048389085093323,0.7460645058862992,0.7523972757008611
