loss,val_loss,acc,val_acc
0.5249746203829404,0.4775739952426432,0.7332508341749373,0.7698609335038363
0.47149543278555006,0.45808774926473417,0.7756272664249146,0.7829783407928389
0.4625022960349968,0.4556153623191902,0.7819232615187713,0.7852121963525367
0.45813581629723005,0.4523400995889893,0.785111968987224,0.7874660325782074
0.45531563186197965,0.44900144716662826,0.7862866056046796,0.7895999840458335
0.4526737600361528,0.4470746296903361,0.7884682776476336,0.791224424491453
0.45027654320510174,0.4447939023184959,0.7895743501572886,0.792227461667317
0.448528208499679,0.44270158835384243,0.7902571344843496,0.7938279251918159
0.4468289064720222,0.44209085995583886,0.7909608689286196,0.7941656010535062
0.4458185940116339,0.44248562151818627,0.7917750678168222,0.7938598944707904
