,loss,val_loss,acc,val_acc
0,0.6898476719449405,0.6805862735728828,0.5223077281343246,0.5532088948755848
1,0.6669895358053084,0.662424871507956,0.5899607268616608,0.5936854651996067
2,0.6496737098937962,0.649004307936649,0.612736361832342,0.6186983719164011
3,0.6422740654326949,0.6405940153160874,0.6228303390558262,0.6261160714285714
4,0.6376836194113253,0.6378423668900315,0.6309120575722574,0.6283482142857143
5,0.6344396262445547,0.635417851866508,0.6346170387577278,0.6317533710781409
6,0.6315527295903541,0.6330458430611358,0.6365372640281001,0.6334047013399552
7,0.6289894910395756,0.6304453842493952,0.6387641232575166,0.6387477979368094
8,0.6269279657370401,0.6293188071980769,0.6418975524528034,0.640537688318564
9,0.6256165951998974,0.6278749175217687,0.6439106710534861,0.6413747418899926
