,loss,val_loss,acc,val_acc
0,0.6790696882957484,0.6657837112339176,0.5733409940993013,0.5948622749776257
1,0.6503843065007961,0.6443461112830103,0.6139534363974484,0.6255523416460776
2,0.6400276768329607,0.6413687698695124,0.6302970694600518,0.6277844845032206
3,0.6376047350033965,0.6397064285618919,0.6318164772954817,0.6298590862021154
4,0.6360050808040763,0.6382721017818062,0.633948292748513,0.6314724549955252
5,0.634483747921706,0.6364630132305379,0.6367733677906388,0.6334445610338327
6,0.6329533807653616,0.6346887137208667,0.6385460819400618,0.6352211644454878
7,0.6315693493182342,0.6331792808308894,0.6402400947674957,0.637774083079124
8,0.6304004822981643,0.6320505476727778,0.6411866604671543,0.6386320153061225
9,0.6293192568899422,0.6310408772254477,0.6426260768350074,0.6398486847780189
