,loss,val_loss,acc,val_acc
0,0.601416382875052,0.5497516861983708,0.6627138267198114,0.740133776956675
1,0.5243975719494217,0.5206779937963096,0.7483864086886721,0.75603969243108
2,0.5156019165247374,0.5125281044415065,0.7550914999568015,0.7617377310383077
3,0.5110362644081636,0.5083538372905887,0.7589586143200715,0.762774083079124
4,0.5078785188572399,0.5057190136641873,0.7607859462601333,0.7658850368188352
5,0.5053866215736793,0.5041244951437931,0.7622257926765156,0.7670011082474066
6,0.5032374795793266,0.5037010397229876,0.7632785836177475,0.7680963010204082
7,0.5014055706942041,0.5029363857240093,0.7642918088737202,0.7682955994897959
8,0.4996455447055374,0.5021533871791801,0.765464156967788,0.7693528301861822
9,0.4980146478060569,0.5015212489025933,0.7667711143200715,0.7706682000841413
