,loss,val_loss,acc,val_acc
0,0.6790933983317821,0.6641400699712792,0.5790311399173411,0.5873287928347685
1,0.653212868109498,0.6517509404493838,0.6127208796784333,0.6073649324932877
2,0.6465655294701508,0.6491538365276492,0.623905493130863,0.6129870475554953
3,0.6446062236922593,0.6484236838866253,0.6270793481084674,0.6150787326754356
4,0.643818722446624,0.6480815307218202,0.6281325690982285,0.6162745234917621
5,0.6433607468019167,0.6478602794968352,0.62875916892758,0.6171912964509458
6,0.6430066061101269,0.6475453492330046,0.6295461817406144,0.6172311561448234
7,0.6425988956929881,0.6469310601146854,0.6300527943686007,0.6183472275733948
8,0.6418734144025289,0.6459163409106585,0.631092683447099,0.6198618959407417
9,0.6405648961408961,0.644319469223217,0.6324921040811636,0.6216992377018442
