,loss,val_loss,acc,val_acc
0,0.6586177967514194,0.602040986017305,0.614610140437559,0.673382076073666
1,0.5781384873308826,0.572031344078025,0.6961223059953683,0.6974421465883449
2,0.560357428451447,0.5613113358920935,0.710362937670112,0.7068907922627975
3,0.5508769097588575,0.5535006739047109,0.7187779539681132,0.7150639271249577
4,0.5437058070007038,0.547150198294192,0.7246039991899562,0.7195263152219811
5,0.5376114171926479,0.5416426920160955,0.7300954564846417,0.7241519373290393
6,0.5325403800393127,0.5371072480873186,0.7337630222274989,0.727101554675978
7,0.5282314232591883,0.5331721914057829,0.7370022466158297,0.7305712462687979
8,0.5245651502047789,0.5298554581038806,0.7399223652309118,0.7331431459407417
9,0.5213903126659654,0.5269859898455289,0.7423358712180076,0.7354758868412096
