loss,val_loss,acc,val_acc
0.5267639405796553,0.48396643927640015,0.7398125152437354,0.7676850223480283
0.4895456155870148,0.469377776088617,0.7666734595856162,0.7786664801180515
0.4804727341026169,0.46196574430026666,0.7720181275756692,0.7842750959384167
0.4745276974889199,0.4589594392977712,0.7755953650730869,0.7851722347157081
0.4706022083606736,0.4557281792011407,0.7783041237360788,0.7877317775240944
0.4674209692728397,0.4513098952715354,0.7798606243760106,0.7899276694983167
0.464079559790193,0.44707746777083257,0.7816699552047781,0.7923453485264498
0.461297744421015,0.4452375642326482,0.7835035691285703,0.792659047314578
0.45943775719648333,0.4436090612198081,0.7848391409823512,0.7935841592681377
0.45798522831535177,0.44296359367992566,0.7855819188592377,0.7941096547009695
