,loss,val_loss,acc,val_acc
0,0.6831331838926764,0.6722799314528095,0.5711438092355435,0.5971323799113838
1,0.665145719417533,0.6608667750747836,0.5980106207697872,0.607340257386772
2,0.6557985373324502,0.6540584941299594,0.6096880848904112,0.6122448979591837
3,0.6504046231406541,0.6497823900106002,0.6173139381327319,0.6168078840995321
4,0.6470246235665201,0.6468918597211644,0.621673043067138,0.6202566964285714
5,0.6447255788402753,0.6448595329206817,0.6237394893128717,0.6228684551861822
6,0.6430517481862481,0.6434604476909248,0.6249918288745164,0.6260781099601668
7,0.6417989675909179,0.6424447863685842,0.6257375558081747,0.62667600536833
8,0.6408323602871683,0.641715403722257,0.6264321053394278,0.6276326380213912
9,0.6400258893039039,0.6410397449318244,0.6268316326287826,0.6276516184514883
